14179,13904,13425,14280,12192
13998,13394,12894,13223,11465
13475,14596,12714,13578,11981
14542,14770,13598,14627,12032
13133,13052,14469,14975,13097
12788,14421,13772,15148,12576
13821,14248,14288,15496,12912
14727,13562,14113,16924,12011
