1706,1736,1983,1947,1708
1594,1680,1747,1800,1861
1675,1807,1845,1925,1561
1612,1908,2021,2001,1645
1692,1700,1805,1697,1789
1477,1828,2002,1841,1688
1723,1848,1788,1885,1666
1737,1930,1943,1861,1769
